# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,technology,year,share.weight
EU-15,regional wheat,domestic wheat,domestic wheat,2040,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2040,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2040,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2040,1
India,regional wheat,domestic wheat,domestic wheat,2040,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2040,1
Japan,regional wheat,domestic wheat,domestic wheat,2040,1
Mexico,regional wheat,domestic wheat,domestic wheat,2040,1
Middle East,regional wheat,domestic wheat,domestic wheat,2040,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2040,1
Russia,regional wheat,domestic wheat,domestic wheat,2040,1
South Africa,regional wheat,domestic wheat,domestic wheat,2040,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2040,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2040,1
South Asia,regional wheat,domestic wheat,domestic wheat,2040,1
South Korea,regional wheat,domestic wheat,domestic wheat,2040,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2040,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2040,1
Argentina,regional wheat,domestic wheat,domestic wheat,2040,1
Colombia,regional wheat,domestic wheat,domestic wheat,2040,1
USA,regional wheat,domestic wheat,domestic wheat,2045,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2045,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2045,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2045,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2045,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2045,1
Brazil,regional wheat,domestic wheat,domestic wheat,2045,1
Canada,regional wheat,domestic wheat,domestic wheat,2045,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2045,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2045,1
China,regional wheat,domestic wheat,domestic wheat,2045,1
EU-12,regional wheat,domestic wheat,domestic wheat,2045,1
EU-15,regional wheat,domestic wheat,domestic wheat,2045,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2045,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2045,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2045,1
India,regional wheat,domestic wheat,domestic wheat,2045,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2045,1
Japan,regional wheat,domestic wheat,domestic wheat,2045,1
Mexico,regional wheat,domestic wheat,domestic wheat,2045,1
Middle East,regional wheat,domestic wheat,domestic wheat,2045,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2045,1
Russia,regional wheat,domestic wheat,domestic wheat,2045,1
South Africa,regional wheat,domestic wheat,domestic wheat,2045,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2045,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2045,1
South Asia,regional wheat,domestic wheat,domestic wheat,2045,1
South Korea,regional wheat,domestic wheat,domestic wheat,2045,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2045,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2045,1
Argentina,regional wheat,domestic wheat,domestic wheat,2045,1
Colombia,regional wheat,domestic wheat,domestic wheat,2045,1
USA,regional wheat,domestic wheat,domestic wheat,2050,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2050,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2050,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2050,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2050,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2050,1
Brazil,regional wheat,domestic wheat,domestic wheat,2050,1
Canada,regional wheat,domestic wheat,domestic wheat,2050,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2050,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2050,1
China,regional wheat,domestic wheat,domestic wheat,2050,1
EU-12,regional wheat,domestic wheat,domestic wheat,2050,1
EU-15,regional wheat,domestic wheat,domestic wheat,2050,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2050,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2050,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2050,1
India,regional wheat,domestic wheat,domestic wheat,2050,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2050,1
Japan,regional wheat,domestic wheat,domestic wheat,2050,1
Mexico,regional wheat,domestic wheat,domestic wheat,2050,1
Middle East,regional wheat,domestic wheat,domestic wheat,2050,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2050,1
Russia,regional wheat,domestic wheat,domestic wheat,2050,1
South Africa,regional wheat,domestic wheat,domestic wheat,2050,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2050,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2050,1
South Asia,regional wheat,domestic wheat,domestic wheat,2050,1
South Korea,regional wheat,domestic wheat,domestic wheat,2050,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2050,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2050,1
Argentina,regional wheat,domestic wheat,domestic wheat,2050,1
Colombia,regional wheat,domestic wheat,domestic wheat,2050,1
USA,regional wheat,domestic wheat,domestic wheat,2055,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2055,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2055,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2055,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2055,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2055,1
Brazil,regional wheat,domestic wheat,domestic wheat,2055,1
Canada,regional wheat,domestic wheat,domestic wheat,2055,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2055,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2055,1
China,regional wheat,domestic wheat,domestic wheat,2055,1
EU-12,regional wheat,domestic wheat,domestic wheat,2055,1
EU-15,regional wheat,domestic wheat,domestic wheat,2055,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2055,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2055,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2055,1
India,regional wheat,domestic wheat,domestic wheat,2055,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2055,1
Japan,regional wheat,domestic wheat,domestic wheat,2055,1
Mexico,regional wheat,domestic wheat,domestic wheat,2055,1
Middle East,regional wheat,domestic wheat,domestic wheat,2055,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2055,1
Russia,regional wheat,domestic wheat,domestic wheat,2055,1
South Africa,regional wheat,domestic wheat,domestic wheat,2055,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2055,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2055,1
South Asia,regional wheat,domestic wheat,domestic wheat,2055,1
South Korea,regional wheat,domestic wheat,domestic wheat,2055,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2055,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2055,1
Argentina,regional wheat,domestic wheat,domestic wheat,2055,1
Colombia,regional wheat,domestic wheat,domestic wheat,2055,1
USA,regional wheat,domestic wheat,domestic wheat,2060,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2060,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2060,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2060,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2060,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2060,1
Brazil,regional wheat,domestic wheat,domestic wheat,2060,1
Canada,regional wheat,domestic wheat,domestic wheat,2060,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2060,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2060,1
China,regional wheat,domestic wheat,domestic wheat,2060,1
EU-12,regional wheat,domestic wheat,domestic wheat,2060,1
EU-15,regional wheat,domestic wheat,domestic wheat,2060,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2060,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2060,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2060,1
India,regional wheat,domestic wheat,domestic wheat,2060,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2060,1
Japan,regional wheat,domestic wheat,domestic wheat,2060,1
Mexico,regional wheat,domestic wheat,domestic wheat,2060,1
Middle East,regional wheat,domestic wheat,domestic wheat,2060,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2060,1
Russia,regional wheat,domestic wheat,domestic wheat,2060,1
South Africa,regional wheat,domestic wheat,domestic wheat,2060,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2060,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2060,1
South Asia,regional wheat,domestic wheat,domestic wheat,2060,1
South Korea,regional wheat,domestic wheat,domestic wheat,2060,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2060,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2060,1
Argentina,regional wheat,domestic wheat,domestic wheat,2060,1
Colombia,regional wheat,domestic wheat,domestic wheat,2060,1
USA,regional wheat,domestic wheat,domestic wheat,2065,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2065,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2065,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2065,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2065,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2065,1
Brazil,regional wheat,domestic wheat,domestic wheat,2065,1
Canada,regional wheat,domestic wheat,domestic wheat,2065,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2065,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2065,1
China,regional wheat,domestic wheat,domestic wheat,2065,1
EU-12,regional wheat,domestic wheat,domestic wheat,2065,1
EU-15,regional wheat,domestic wheat,domestic wheat,2065,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2065,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2065,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2065,1
India,regional wheat,domestic wheat,domestic wheat,2065,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2065,1
Japan,regional wheat,domestic wheat,domestic wheat,2065,1
Mexico,regional wheat,domestic wheat,domestic wheat,2065,1
Middle East,regional wheat,domestic wheat,domestic wheat,2065,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2065,1
Russia,regional wheat,domestic wheat,domestic wheat,2065,1
South Africa,regional wheat,domestic wheat,domestic wheat,2065,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2065,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2065,1
South Asia,regional wheat,domestic wheat,domestic wheat,2065,1
South Korea,regional wheat,domestic wheat,domestic wheat,2065,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2065,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2065,1
Argentina,regional wheat,domestic wheat,domestic wheat,2065,1
Colombia,regional wheat,domestic wheat,domestic wheat,2065,1
USA,regional wheat,domestic wheat,domestic wheat,2070,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2070,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2070,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2070,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2070,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2070,1
Brazil,regional wheat,domestic wheat,domestic wheat,2070,1
Canada,regional wheat,domestic wheat,domestic wheat,2070,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2070,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2070,1
China,regional wheat,domestic wheat,domestic wheat,2070,1
EU-12,regional wheat,domestic wheat,domestic wheat,2070,1
EU-15,regional wheat,domestic wheat,domestic wheat,2070,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2070,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2070,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2070,1
India,regional wheat,domestic wheat,domestic wheat,2070,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2070,1
Japan,regional wheat,domestic wheat,domestic wheat,2070,1
Mexico,regional wheat,domestic wheat,domestic wheat,2070,1
Middle East,regional wheat,domestic wheat,domestic wheat,2070,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2070,1
Russia,regional wheat,domestic wheat,domestic wheat,2070,1
South Africa,regional wheat,domestic wheat,domestic wheat,2070,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2070,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2070,1
South Asia,regional wheat,domestic wheat,domestic wheat,2070,1
South Korea,regional wheat,domestic wheat,domestic wheat,2070,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2070,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2070,1
Argentina,regional wheat,domestic wheat,domestic wheat,2070,1
Colombia,regional wheat,domestic wheat,domestic wheat,2070,1
USA,regional wheat,domestic wheat,domestic wheat,2075,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2075,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2075,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2075,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2075,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2075,1
Brazil,regional wheat,domestic wheat,domestic wheat,2075,1
Canada,regional wheat,domestic wheat,domestic wheat,2075,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2075,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2075,1
China,regional wheat,domestic wheat,domestic wheat,2075,1
EU-12,regional wheat,domestic wheat,domestic wheat,2075,1
EU-15,regional wheat,domestic wheat,domestic wheat,2075,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2075,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2075,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2075,1
India,regional wheat,domestic wheat,domestic wheat,2075,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2075,1
Japan,regional wheat,domestic wheat,domestic wheat,2075,1
Mexico,regional wheat,domestic wheat,domestic wheat,2075,1
Middle East,regional wheat,domestic wheat,domestic wheat,2075,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2075,1
Russia,regional wheat,domestic wheat,domestic wheat,2075,1
South Africa,regional wheat,domestic wheat,domestic wheat,2075,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2075,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2075,1
South Asia,regional wheat,domestic wheat,domestic wheat,2075,1
South Korea,regional wheat,domestic wheat,domestic wheat,2075,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2075,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2075,1
Argentina,regional wheat,domestic wheat,domestic wheat,2075,1
Colombia,regional wheat,domestic wheat,domestic wheat,2075,1
USA,regional wheat,domestic wheat,domestic wheat,2080,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2080,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2080,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2080,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2080,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2080,1
Brazil,regional wheat,domestic wheat,domestic wheat,2080,1
Canada,regional wheat,domestic wheat,domestic wheat,2080,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2080,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2080,1
China,regional wheat,domestic wheat,domestic wheat,2080,1
EU-12,regional wheat,domestic wheat,domestic wheat,2080,1
EU-15,regional wheat,domestic wheat,domestic wheat,2080,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2080,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2080,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2080,1
India,regional wheat,domestic wheat,domestic wheat,2080,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2080,1
Japan,regional wheat,domestic wheat,domestic wheat,2080,1
Mexico,regional wheat,domestic wheat,domestic wheat,2080,1
Middle East,regional wheat,domestic wheat,domestic wheat,2080,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2080,1
Russia,regional wheat,domestic wheat,domestic wheat,2080,1
South Africa,regional wheat,domestic wheat,domestic wheat,2080,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2080,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2080,1
South Asia,regional wheat,domestic wheat,domestic wheat,2080,1
South Korea,regional wheat,domestic wheat,domestic wheat,2080,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2080,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2080,1
Argentina,regional wheat,domestic wheat,domestic wheat,2080,1
Colombia,regional wheat,domestic wheat,domestic wheat,2080,1
USA,regional wheat,domestic wheat,domestic wheat,2085,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2085,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2085,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2085,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2085,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2085,1
Brazil,regional wheat,domestic wheat,domestic wheat,2085,1
Canada,regional wheat,domestic wheat,domestic wheat,2085,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2085,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2085,1
China,regional wheat,domestic wheat,domestic wheat,2085,1
EU-12,regional wheat,domestic wheat,domestic wheat,2085,1
EU-15,regional wheat,domestic wheat,domestic wheat,2085,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2085,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2085,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2085,1
India,regional wheat,domestic wheat,domestic wheat,2085,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2085,1
Japan,regional wheat,domestic wheat,domestic wheat,2085,1
Mexico,regional wheat,domestic wheat,domestic wheat,2085,1
Middle East,regional wheat,domestic wheat,domestic wheat,2085,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2085,1
Russia,regional wheat,domestic wheat,domestic wheat,2085,1
South Africa,regional wheat,domestic wheat,domestic wheat,2085,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2085,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2085,1
South Asia,regional wheat,domestic wheat,domestic wheat,2085,1
South Korea,regional wheat,domestic wheat,domestic wheat,2085,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2085,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2085,1
Argentina,regional wheat,domestic wheat,domestic wheat,2085,1
Colombia,regional wheat,domestic wheat,domestic wheat,2085,1
USA,regional wheat,domestic wheat,domestic wheat,2090,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2090,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2090,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2090,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2090,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2090,1
Brazil,regional wheat,domestic wheat,domestic wheat,2090,1
Canada,regional wheat,domestic wheat,domestic wheat,2090,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2090,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2090,1
China,regional wheat,domestic wheat,domestic wheat,2090,1
EU-12,regional wheat,domestic wheat,domestic wheat,2090,1
EU-15,regional wheat,domestic wheat,domestic wheat,2090,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2090,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2090,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2090,1
India,regional wheat,domestic wheat,domestic wheat,2090,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2090,1
Japan,regional wheat,domestic wheat,domestic wheat,2090,1
Mexico,regional wheat,domestic wheat,domestic wheat,2090,1
Middle East,regional wheat,domestic wheat,domestic wheat,2090,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2090,1
Russia,regional wheat,domestic wheat,domestic wheat,2090,1
South Africa,regional wheat,domestic wheat,domestic wheat,2090,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2090,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2090,1
South Asia,regional wheat,domestic wheat,domestic wheat,2090,1
South Korea,regional wheat,domestic wheat,domestic wheat,2090,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2090,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2090,1
Argentina,regional wheat,domestic wheat,domestic wheat,2090,1
Colombia,regional wheat,domestic wheat,domestic wheat,2090,1
USA,regional wheat,domestic wheat,domestic wheat,2095,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2095,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2095,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2095,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2095,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2095,1
Brazil,regional wheat,domestic wheat,domestic wheat,2095,1
Canada,regional wheat,domestic wheat,domestic wheat,2095,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2095,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2095,1
China,regional wheat,domestic wheat,domestic wheat,2095,1
EU-12,regional wheat,domestic wheat,domestic wheat,2095,1
EU-15,regional wheat,domestic wheat,domestic wheat,2095,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2095,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2095,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2095,1
India,regional wheat,domestic wheat,domestic wheat,2095,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2095,1
Japan,regional wheat,domestic wheat,domestic wheat,2095,1
Mexico,regional wheat,domestic wheat,domestic wheat,2095,1
Middle East,regional wheat,domestic wheat,domestic wheat,2095,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2095,1
Russia,regional wheat,domestic wheat,domestic wheat,2095,1
South Africa,regional wheat,domestic wheat,domestic wheat,2095,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2095,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2095,1
South Asia,regional wheat,domestic wheat,domestic wheat,2095,1
South Korea,regional wheat,domestic wheat,domestic wheat,2095,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2095,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2095,1
Argentina,regional wheat,domestic wheat,domestic wheat,2095,1
Colombia,regional wheat,domestic wheat,domestic wheat,2095,1
USA,regional wheat,domestic wheat,domestic wheat,2100,1
Africa_Eastern,regional wheat,domestic wheat,domestic wheat,2100,1
Africa_Northern,regional wheat,domestic wheat,domestic wheat,2100,1
Africa_Southern,regional wheat,domestic wheat,domestic wheat,2100,1
Africa_Western,regional wheat,domestic wheat,domestic wheat,2100,1
Australia_NZ,regional wheat,domestic wheat,domestic wheat,2100,1
Brazil,regional wheat,domestic wheat,domestic wheat,2100,1
Canada,regional wheat,domestic wheat,domestic wheat,2100,1
Central America and Caribbean,regional wheat,domestic wheat,domestic wheat,2100,1
Central Asia,regional wheat,domestic wheat,domestic wheat,2100,1
China,regional wheat,domestic wheat,domestic wheat,2100,1
EU-12,regional wheat,domestic wheat,domestic wheat,2100,1
EU-15,regional wheat,domestic wheat,domestic wheat,2100,1
Europe_Eastern,regional wheat,domestic wheat,domestic wheat,2100,1
Europe_Non_EU,regional wheat,domestic wheat,domestic wheat,2100,1
European Free Trade Association,regional wheat,domestic wheat,domestic wheat,2100,1
India,regional wheat,domestic wheat,domestic wheat,2100,1
Indonesia,regional wheat,domestic wheat,domestic wheat,2100,1
Japan,regional wheat,domestic wheat,domestic wheat,2100,1
Mexico,regional wheat,domestic wheat,domestic wheat,2100,1
Middle East,regional wheat,domestic wheat,domestic wheat,2100,1
Pakistan,regional wheat,domestic wheat,domestic wheat,2100,1
Russia,regional wheat,domestic wheat,domestic wheat,2100,1
South Africa,regional wheat,domestic wheat,domestic wheat,2100,1
South America_Northern,regional wheat,domestic wheat,domestic wheat,2100,1
South America_Southern,regional wheat,domestic wheat,domestic wheat,2100,1
South Asia,regional wheat,domestic wheat,domestic wheat,2100,1
South Korea,regional wheat,domestic wheat,domestic wheat,2100,1
Southeast Asia,regional wheat,domestic wheat,domestic wheat,2100,1
Taiwan,regional wheat,domestic wheat,domestic wheat,2100,1
Argentina,regional wheat,domestic wheat,domestic wheat,2100,1
Colombia,regional wheat,domestic wheat,domestic wheat,2100,1
USA,regional wheat,imported wheat,imported wheat,1975,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,1975,1
Africa_Northern,regional wheat,imported wheat,imported wheat,1975,1
Africa_Southern,regional wheat,imported wheat,imported wheat,1975,1
Africa_Western,regional wheat,imported wheat,imported wheat,1975,1
Australia_NZ,regional wheat,imported wheat,imported wheat,1975,1
Brazil,regional wheat,imported wheat,imported wheat,1975,1
Canada,regional wheat,imported wheat,imported wheat,1975,1
Central America and Caribbean,regional wheat,imported wheat,imported wheat,1975,1
Central Asia,regional wheat,imported wheat,imported wheat,1975,1
China,regional wheat,imported wheat,imported wheat,1975,1
EU-12,regional wheat,imported wheat,imported wheat,1975,1
EU-15,regional wheat,imported wheat,imported wheat,1975,1
Europe_Eastern,regional wheat,imported wheat,imported wheat,1975,1
Europe_Non_EU,regional wheat,imported wheat,imported wheat,1975,1
European Free Trade Association,regional wheat,imported wheat,imported wheat,1975,1
India,regional wheat,imported wheat,imported wheat,1975,1
Indonesia,regional wheat,imported wheat,imported wheat,1975,1
Japan,regional wheat,imported wheat,imported wheat,1975,1
Mexico,regional wheat,imported wheat,imported wheat,1975,1
Middle East,regional wheat,imported wheat,imported wheat,1975,1
Pakistan,regional wheat,imported wheat,imported wheat,1975,1
Russia,regional wheat,imported wheat,imported wheat,1975,1
South Africa,regional wheat,imported wheat,imported wheat,1975,1
South America_Northern,regional wheat,imported wheat,imported wheat,1975,1
South America_Southern,regional wheat,imported wheat,imported wheat,1975,1
South Asia,regional wheat,imported wheat,imported wheat,1975,1
South Korea,regional wheat,imported wheat,imported wheat,1975,1
Southeast Asia,regional wheat,imported wheat,imported wheat,1975,1
Taiwan,regional wheat,imported wheat,imported wheat,1975,1
Argentina,regional wheat,imported wheat,imported wheat,1975,1
Colombia,regional wheat,imported wheat,imported wheat,1975,1
USA,regional wheat,imported wheat,imported wheat,1990,1
Africa_Eastern,regional wheat,imported wheat,imported wheat,1990,1
Africa_Northern,regional wheat,imported wheat,imported wheat,1990,1
Africa_Southern,regional wheat,imported wheat,imported wheat,1990,1
Africa_Western,regional wheat,imported wheat,imported wheat,1990,1
Australia_NZ,regional wheat,imported wheat,imported wheat,1990,1
Brazil,regional wheat,imported wheat,imported wheat,1990,1
Canada,regional wheat,imported wheat,imported wheat,1990,1
Central America and Caribbean,regional wheat,imported wheat,imported wheat,1990,1
Central Asia,regional wheat,imported wheat,imported wheat,1990,1
China,regional wheat,imported wheat,imported wheat,1990,1
EU-12,regional wheat,imported wheat,imported wheat,1990,1
EU-15,regional wheat,imported wheat,imported wheat,1990,1
Europe_Eastern,regional wheat,imported wheat,imported wheat,1990,1
Europe_Non_EU,regional wheat,imported wheat,imported wheat,1990,1
European Free Trade Association,regional wheat,imported wheat,imported wheat,1990,1
