# Exogenous cost to reflect shipping + handling of traded commodities
region,supplysector,subsector,technology,year,minicam.non.energy.input,input.cost
USA,traded rice,EU-15 traded rice,EU-15 traded rice,1975,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,1975,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,1975,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,1975,trade costs,0
USA,traded rice,India traded rice,India traded rice,1975,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,1975,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,1975,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,1975,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,1975,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,1975,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,1975,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,1975,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,1975,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,1975,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,1975,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,1975,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,1975,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,1975,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,1975,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,1975,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,1990,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,1990,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,1990,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,1990,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,1990,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,1990,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,1990,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,1990,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,1990,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,1990,trade costs,0
USA,traded rice,China traded rice,China traded rice,1990,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,1990,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,1990,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,1990,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,1990,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,1990,trade costs,0
USA,traded rice,India traded rice,India traded rice,1990,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,1990,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,1990,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,1990,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,1990,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,1990,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,1990,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,1990,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,1990,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,1990,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,1990,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,1990,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,1990,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,1990,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,1990,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,1990,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2005,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2005,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2005,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2005,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2005,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2005,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2005,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2005,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2005,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2005,trade costs,0
USA,traded rice,China traded rice,China traded rice,2005,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2005,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2005,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2005,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2005,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2005,trade costs,0
USA,traded rice,India traded rice,India traded rice,2005,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2005,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2005,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2005,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2005,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2005,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2005,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2005,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2005,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,2005,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,2005,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,2005,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,2005,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,2005,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,2005,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,2005,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2010,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2010,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2010,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2010,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2010,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2010,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2010,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2010,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2010,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2010,trade costs,0
USA,traded rice,China traded rice,China traded rice,2010,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2010,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2010,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2010,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2010,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2010,trade costs,0
USA,traded rice,India traded rice,India traded rice,2010,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2010,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2010,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2010,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2010,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2010,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2010,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2010,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2010,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,2010,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,2010,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,2010,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,2010,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,2010,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,2010,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,2010,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2015,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2015,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2015,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2015,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2015,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2015,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2015,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2015,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2015,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2015,trade costs,0
USA,traded rice,China traded rice,China traded rice,2015,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2015,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2015,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2015,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2015,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2015,trade costs,0
USA,traded rice,India traded rice,India traded rice,2015,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2015,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2015,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2015,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2015,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2015,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2015,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2015,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2015,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,2015,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,2015,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,2015,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,2015,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,2015,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,2015,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,2015,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2020,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2020,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2020,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2020,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2020,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2020,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2020,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2020,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2020,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2020,trade costs,0
USA,traded rice,China traded rice,China traded rice,2020,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2020,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2020,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2020,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2020,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2020,trade costs,0
USA,traded rice,India traded rice,India traded rice,2020,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2020,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2020,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2020,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2020,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2020,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2020,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2020,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2020,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,2020,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,2020,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,2020,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,2020,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,2020,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,2020,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,2020,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2025,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2025,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2025,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2025,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2025,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2025,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2025,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2025,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2025,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2025,trade costs,0
USA,traded rice,China traded rice,China traded rice,2025,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2025,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2025,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2025,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2025,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2025,trade costs,0
USA,traded rice,India traded rice,India traded rice,2025,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2025,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2025,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2025,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2025,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2025,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2025,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2025,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2025,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,2025,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,2025,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,2025,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,2025,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,2025,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,2025,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,2025,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2030,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2030,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2030,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2030,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2030,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2030,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2030,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2030,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2030,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2030,trade costs,0
USA,traded rice,China traded rice,China traded rice,2030,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2030,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2030,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2030,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2030,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2030,trade costs,0
USA,traded rice,India traded rice,India traded rice,2030,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2030,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2030,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2030,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2030,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2030,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2030,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2030,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2030,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,2030,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,2030,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,2030,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,2030,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,2030,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,2030,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,2030,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2035,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2035,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2035,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2035,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2035,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2035,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2035,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2035,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2035,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2035,trade costs,0
USA,traded rice,China traded rice,China traded rice,2035,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2035,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2035,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2035,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2035,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2035,trade costs,0
USA,traded rice,India traded rice,India traded rice,2035,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2035,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2035,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2035,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2035,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2035,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2035,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2035,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2035,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,2035,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,2035,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,2035,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,2035,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,2035,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,2035,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,2035,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2040,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2040,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2040,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2040,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2040,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2040,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2040,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2040,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2040,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2040,trade costs,0
USA,traded rice,China traded rice,China traded rice,2040,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2040,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2040,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2040,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2040,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2040,trade costs,0
USA,traded rice,India traded rice,India traded rice,2040,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2040,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2040,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2040,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2040,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2040,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2040,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2040,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2040,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,2040,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,2040,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,2040,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,2040,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,2040,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,2040,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,2040,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2045,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2045,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2045,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2045,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2045,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2045,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2045,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2045,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2045,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2045,trade costs,0
USA,traded rice,China traded rice,China traded rice,2045,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2045,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2045,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2045,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2045,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2045,trade costs,0
USA,traded rice,India traded rice,India traded rice,2045,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2045,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2045,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2045,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2045,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2045,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2045,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2045,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2045,trade costs,0
USA,traded rice,South America_Southern traded rice,South America_Southern traded rice,2045,trade costs,0
USA,traded rice,South Asia traded rice,South Asia traded rice,2045,trade costs,0
USA,traded rice,South Korea traded rice,South Korea traded rice,2045,trade costs,0
USA,traded rice,Southeast Asia traded rice,Southeast Asia traded rice,2045,trade costs,0
USA,traded rice,Taiwan traded rice,Taiwan traded rice,2045,trade costs,0
USA,traded rice,Argentina traded rice,Argentina traded rice,2045,trade costs,0
USA,traded rice,Colombia traded rice,Colombia traded rice,2045,trade costs,0
USA,traded rice,USA traded rice,USA traded rice,2050,trade costs,0
USA,traded rice,Africa_Eastern traded rice,Africa_Eastern traded rice,2050,trade costs,0
USA,traded rice,Africa_Northern traded rice,Africa_Northern traded rice,2050,trade costs,0
USA,traded rice,Africa_Southern traded rice,Africa_Southern traded rice,2050,trade costs,0
USA,traded rice,Africa_Western traded rice,Africa_Western traded rice,2050,trade costs,0
USA,traded rice,Australia_NZ traded rice,Australia_NZ traded rice,2050,trade costs,0
USA,traded rice,Brazil traded rice,Brazil traded rice,2050,trade costs,0
USA,traded rice,Canada traded rice,Canada traded rice,2050,trade costs,0
USA,traded rice,Central America and Caribbean traded rice,Central America and Caribbean traded rice,2050,trade costs,0
USA,traded rice,Central Asia traded rice,Central Asia traded rice,2050,trade costs,0
USA,traded rice,China traded rice,China traded rice,2050,trade costs,0
USA,traded rice,EU-12 traded rice,EU-12 traded rice,2050,trade costs,0
USA,traded rice,EU-15 traded rice,EU-15 traded rice,2050,trade costs,0
USA,traded rice,Europe_Eastern traded rice,Europe_Eastern traded rice,2050,trade costs,0
USA,traded rice,Europe_Non_EU traded rice,Europe_Non_EU traded rice,2050,trade costs,0
USA,traded rice,European Free Trade Association traded rice,European Free Trade Association traded rice,2050,trade costs,0
USA,traded rice,India traded rice,India traded rice,2050,trade costs,0
USA,traded rice,Indonesia traded rice,Indonesia traded rice,2050,trade costs,0
USA,traded rice,Japan traded rice,Japan traded rice,2050,trade costs,0
USA,traded rice,Mexico traded rice,Mexico traded rice,2050,trade costs,0
USA,traded rice,Middle East traded rice,Middle East traded rice,2050,trade costs,0
USA,traded rice,Pakistan traded rice,Pakistan traded rice,2050,trade costs,0
USA,traded rice,Russia traded rice,Russia traded rice,2050,trade costs,0
USA,traded rice,South Africa traded rice,South Africa traded rice,2050,trade costs,0
USA,traded rice,South America_Northern traded rice,South America_Northern traded rice,2050,trade costs,0
