# We remove any regions for which agriculture and land use are not modeled.
region,supplysector,subsector,logit.year.fillout,logit.exponent,year.fillout,share.weight,apply.to,from.year,to.year,interpolation.function,logit.type
Europe_Eastern,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional sugarcrop,imported sugarcrop,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional wheat,domestic wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional wheat,imported wheat,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional beef,domestic beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional beef,imported beef,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional dairy,domestic dairy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional dairy,imported dariy,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional pork,domestic pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Middle East,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Pakistan,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Russia,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Africa,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Northern,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South America_Southern,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Asia,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
South Korea,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Southeast Asia,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Taiwan,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Argentina,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Colombia,regional pork,imported pork,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
USA,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Eastern,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Northern,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Southern,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Africa_Western,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Australia_NZ,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Brazil,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Canada,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central America and Caribbean,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Central Asia,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
China,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-12,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
EU-15,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Eastern,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Europe_Non_EU,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
European Free Trade Association,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
India,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Indonesia,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Japan,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
Mexico,regional poultry,domestic poultry,1975,-6,1975,1,share-weight,2015,2100,fixed,NA
